 title , comment , username , date  , rating 
MGM Definitely Not the Experience It Should Have Been,"The rooms at the MGM are worn and need to be renovated. No clock, no ice bucket. I had sharp objects sticking out of the bottom of my bed. The banquet food was horrendous. Restaurants and pool were good. Generally staff was friendly.",Malmom4,July 2019,2.0
4th of July at the MGM,"AT the last minute, my friend cancelled and I was there by myself. I got a great new casino host, met lots of nice people and had a great time even though I was solo. The staff handled the earthquake with grace and ease.",spicysuzanne,July 2019,5.0
Bad customer service & needs a renovation,"I have stayed at just about every hotel in Las Vegas, and this was my worst experience. The rooms are dark and in desperate need of renovation. The hotel staff was not friendly and unhelpful. One day my guest room was never cleaned. Customer service can overcompensate in my…",BizTraveler2006,July 2019,2.0
First Time & not the last time,"I am amazed at the sheer size of the hotel, it's 7k employees and all that goes into making your guests stay worth coming back for. All the suggestions for places to go and things to do were all on point. I look forward to my next trip.",aprildawn26,July 2019,5.0
Excellent,I plan to go back hopefully next year sometime in the fall and I hope to have the greatest time I've ever had and again and this is one time I will never forget it was very comfortable I enjoyed it all thank you very much for all of it,larryclaussell,July 2019,5.0
Love it here!!,We just absolutely love this place! My family enjoys it here so much. We love their lazy river and staff is very helpful. Rooms are always clean and well kept. A family environment. Hope to book a room soon!,alwaysglad8301,July 2019,5.0
Poor room quality,"The conference that I attended was fantastic, but the overall quality and cleanliness of the room let a lot to be desired. The room was dirty when I arrived and had a horrible smell. The insulation was also very bad as I could hear perfectly my neighbors conversations all night…",megaroarianna,July 2019,1.0
Un po' discosto,"E' situato in fondo al Las Vegas Boulevard, sulla Strip, dunque, un po' scomodo per chi volesse fare due passi lungo la strada più famosa della città. Detto questo l'hotel offre tutto l'indispensabile e oltre. La nostra camera al 26esimo dei 28 piani della Grand Tower dava su…",Snjper,July 2019,3.0
Great stay,Enjoyed my stay very much. My only complaint is that the hotel provide more light in the bathrooms and that they figure out how to entertain the guest while waiting in those long 30-45 minute check-in lines. Their is plenty to do and located right near the strip.,Global748297,July 2019,4.0
Overcrowded and ridiculously overpriced,$30 for a muffin and a banana. $10 for a cup of pineapple. $15 to print out 3 pages from the biz center. Surprised they didn’t charge me to use the restroom. I tried calling a few times and was on hold for 10 minutes sometimes....not what I expected for all that $$$!,alokg975,July 2019,1.0
MGM 1st Stay...,Wonderful resort! I took my daughter for her 40th Birthday. We had such a great time! Nice Casino! We found our favorite pool out of all of them tucked in a corner of the property. It was private & no splashing kiddos! We were served drinks as well. We were woken up from the…,gawood2002,July 2019,5.0
"Fun, Room Air Ruined","Smoke appeared in my smoke filled room. We were displaced while it was “cleaned”. I was charged for the room (I couldn’t use), and cigarette smoke was back from the adjacent room again by 6am. The neighboring was fined, so MGM “made” $500. I still paid - odd.",SWNM,July 2019,2.0
"Every step, every area FANTASTIC customer service","From the registration experience, pool, cabana, to our rooms, exceptional experience. Dining - spoiled for choice! Loved every min. Did not want to leave. Chose West Cabana's to avoid the (disco/music)",Safari632674,July 2019,5.0
My Aerosmith retreat,We stay here when we see Aerosmith Best hotel great location. Middle to high class people staying there. Although rooms are not high priced. Feel safe. Great gambling very nice employees. Will stay here always. Have been going to Vegas for 40 yrs tried a lot of hotels,Anna E,July 2019,5.0
Busy Vegas Hotel,"I have attended 2 large meetings held here. Outstanding service, great meeting space and awesome delicious food! They do a great job with meetings! Its always nice to know when a conference is held here for my Mlife points.",Roxandthekids,July 2019,5.0
When u are stuck with a Hotel,"Arrival They checked us into the wrong room Birthday celebration on hold until worked out. Sent to another wrong room, next day transferred to the right room. Pool wife stepped on a wire hook went into foot and had to deal with that. Just a real bad time.",jakemika,July 2019,1.0
Don’t accept 1st floor rooms at MGM West Tower,"The room smelled of smoke and the lighting was horrific. I felt like I was in a basement, driven by the fact the window was a walkway for hotels & construction workers so opening the shade was not much of an option.",Tony W,July 2019,2.0
Business Stay,"While the hotel product is decent for a great price and great location, the staff service was just OK. No one really smiled or offered a friendly hello. The decor is dark throughout the casino, rooms and hallways. And while this is not their fault, there is always that smoke…",christymcdougall,July 2019,3.0
They do not clean ur rooms and when u request ur room to be cleaned they still don’t clean it. This happened 3 days in a,They do not clean ur room and when you request to get ur room cleaned they still don’t come. I’ve never experienced this at any hotel I’ve ever stayed at. We had to ask for towels and shampoo every single day.,dshaben,July 2019,1.0
Enjoyable romantic getaway with my wife provided by MGM.,"We booked a 4 night trip for a romantic getaway. It was the perfect trip. Everything we wanted to do was provided on the property. Great restaurants, pool facility, fitness center, casino, and shows. It was a great place to getaway. And the location is ideal if you want to go…",nstaab,July 2019,5.0
Weekend getaway,"Good overall, not a fan of the new room setup. There’s no separate room for the toilet so it’s a bit open to sounds traveling to the rest of the room. Not a big problem just don’t prefer it to the way others are built.",bruiz2814,July 2019,4.0
